"","logFC","AveExpr","t","P.Value","adj.P.Val","Gene"
"209301_at",-0.374305763975025,8.50453862351918,0,0.870754466456761,1,"209301_at"
"202930_s_at",-0.527273773019154,6.85711799076256,0,0.875216692380613,1,"202930_s_at"
"204675_at",-0.567740798367294,6.71783534651813,0,0.878307190439066,1,"204675_at"
"209990_s_at",-0.560795924234899,9.57519339459636,0,0.878738251266751,1,"209990_s_at"
"222035_s_at",-0.538989356045624,5.68810547590807,0,0.88108556035031,1,"222035_s_at"
"203159_at",-0.524582885452704,10.0631887809195,0,0.881894129572626,1,"203159_at"
"221891_x_at",-0.505196862008175,9.82074083839664,0,0.882310747400327,1,"221891_x_at"
"214945_at",-0.577952262151161,7.42772550033366,0,0.882326240758528,1,"214945_at"
"203413_at",-0.426055398346335,9.89949590490673,0,0.882411379469514,1,"203413_at"
"218566_s_at",-0.512258867002021,7.7404602835821,0,0.882712670709912,1,"218566_s_at"
"204712_at",-0.456762867966345,6.17285123240508,0,0.882936368938533,1,"204712_at"
"205543_at",-0.553911833858989,5.4029819168686,0,0.882982149731992,1,"205543_at"
"202376_at",-0.322402854816275,10.0388656389778,0,0.884689728556557,1,"202376_at"
"215599_at",0.440965065475714,5.97549684701563,0,0.885030600987609,1,"215599_at"
"213812_s_at",-0.657144979835944,7.99306202799849,0,0.885515311393067,1,"213812_s_at"
"207507_s_at",-0.464693245387275,8.79053378385458,0,0.887064277921597,1,"207507_s_at"
"204591_at",-0.443038862920458,8.36716576233862,0,0.888422536484168,1,"204591_at"
"209249_s_at",-0.484556299065689,8.71672652132096,0,0.889225374621159,1,"209249_s_at"
"204793_at",-0.560554312362669,8.98226757379817,0,0.890213973918692,1,"204793_at"
"201289_at",-0.585008799207088,7.05430938081299,0,0.890532917263159,1,"201289_at"
"213435_at",-0.543351599197488,7.46594375840366,0,0.890932677182701,1,"213435_at"
"205549_at",-0.516935370649048,8.62879709474506,0,0.89102479349824,1,"205549_at"
"208898_at",-0.599469540391228,8.99975624801158,0,0.891044975959684,1,"208898_at"
"208319_s_at",0.383432137363328,4.13571049059482,0,0.891183828342248,1,"208319_s_at"
"212428_at",-0.558955394476062,8.0103922157908,0,0.891372632230606,1,"212428_at"
"212192_at",-0.371385279404798,8.63014576299379,0,0.894227394520211,1,"212192_at"
"203999_at",-0.402527031717874,10.9926113875874,0,0.894288860219104,1,"203999_at"
"214111_at",-0.448120724365495,9.0075709743819,0,0.895078943201802,1,"214111_at"
"210770_s_at",-0.448619824658098,7.51056558949084,0,0.895226695776546,1,"210770_s_at"
"221217_s_at",-0.507781404184382,9.34687856575526,0,0.89562478698858,1,"221217_s_at"
"218824_at",-0.433043576244003,8.79792120325925,0,0.896060448200219,1,"218824_at"
"205626_s_at",-0.439829017595946,5.91403840184522,0,0.897202050866629,1,"205626_s_at"
"200703_at",-0.495820014827551,11.0770051311393,0,0.897412171772968,1,"200703_at"
"204953_at",-0.425247907654651,8.76714491505538,0,0.899265284933473,1,"204953_at"
"200973_s_at",-0.380312518208447,7.96301885145648,0,0.899275619261959,1,"200973_s_at"
"220979_s_at",-0.446940992603136,7.67344603709277,0,0.900367661162942,1,"220979_s_at"
"200627_at",-0.491109290551487,9.95035469264895,0,0.900804464609745,1,"200627_at"
"219778_at",-0.401682343880982,7.61308831768392,0,0.901424346588297,1,"219778_at"
"203000_at",-0.351203366364796,9.08688441880945,0,0.904085455236077,1,"203000_at"
"200751_s_at",-0.319471933239202,6.2833817916038,0,0.905347182250616,1,"200751_s_at"
"209660_at",-0.516292291380322,7.53549149409877,0,0.905886093634392,1,"209660_at"
"AFFX-HSAC07/X00351_5_at",-0.291822683001625,9.84573109498584,0,0.907011628565118,1,"AFFX-HSAC07/X00351_5_at"
"209755_at",-0.477662471477183,8.33786090463862,0,0.907012585377057,1,"209755_at"
"212217_at",-0.396313631572726,8.05840034820358,0,0.907207819143923,1,"212217_at"
"209875_s_at",-0.349604677270777,10.7876003510238,0,0.907465384383289,1,"209875_s_at"
"217140_s_at",-0.489332852621366,5.79815113338671,0,0.907611907585914,1,"217140_s_at"
"202917_s_at",-0.335507899597324,6.17583061420848,0,0.907859199178987,1,"202917_s_at"
"201939_at",-0.450933762516986,7.26872902302367,0,0.908330539932204,1,"201939_at"
"220924_s_at",-0.278541374711399,9.10277248385702,0,0.908436504520949,1,"220924_s_at"
"212242_at",-0.380005582044722,8.58952075420866,0,0.909771438608782,1,"212242_at"
"202154_x_at",-0.471529835102883,9.56985416310531,0,0.910013154535407,1,"202154_x_at"
"205399_at",-0.40845742288667,8.9028320492681,0,0.910207128893552,1,"205399_at"
"201689_s_at",-0.433554894156,6.56950587306154,0,0.91027646642536,1,"201689_s_at"
"219937_at",-0.318100851560716,5.02060500072454,0,0.910458808182262,1,"219937_at"
"218868_at",-0.476105171170201,6.99991251673555,0,0.910607305230985,1,"218868_at"
"213164_at",-0.426144331348521,8.72366320701347,0,0.910761184675081,1,"213164_at"
"213496_at",-0.341257435750205,9.3050822237629,0,0.911973966260811,1,"213496_at"
"211755_s_at",-0.467578597571491,9.34676888795391,0,0.913350748048336,1,"211755_s_at"
"219557_s_at",-0.477257947680309,7.55505196970502,0,0.913845884413559,1,"219557_s_at"
"204722_at",-0.46865515471797,10.0067619307267,0,0.913940934477258,1,"204722_at"
"202395_at",-0.391234913771696,9.73650290101699,0,0.915234642167335,1,"202395_at"
"221207_s_at",-0.406083181372377,7.00915212829548,0,0.915809857360435,1,"221207_s_at"
"214279_s_at",-0.229764659409998,9.32323073623778,0,0.917229894812737,1,"214279_s_at"
"200750_s_at",-0.413856250695597,7.39443950658505,0,0.917232789051574,1,"200750_s_at"
"209372_x_at",-0.429695830046724,7.17004283031019,0,0.918251459242035,1,"209372_x_at"
"220148_at",-0.653596637253574,6.15108614461953,0,0.919565707730073,1,"220148_at"
"208857_s_at",-0.34042274659644,7.76379865322642,0,0.920150082671812,1,"208857_s_at"
"204875_s_at",-0.565099851813439,4.28182641662303,0,0.920488058180698,1,"204875_s_at"
"212976_at",-0.445006215218531,5.81985661047384,0,0.920744061403063,1,"212976_at"
"202166_s_at",-0.463084451494334,5.73055920139266,0,0.920786428842008,1,"202166_s_at"
"266_s_at",-0.297395453934243,7.04985080068428,0,0.921008939589384,1,"266_s_at"
"212878_s_at",-0.427037479666253,7.98645610643764,0,0.921120548046708,1,"212878_s_at"
"AFFX-HSAC07/X00351_M_at",-0.282547191528494,10.8590372989902,0,0.921582015130831,1,"AFFX-HSAC07/X00351_M_at"
"201089_at",-0.393311556289202,9.06541453474037,0,0.921896195953176,1,"201089_at"
"213664_at",-0.485651129487061,7.49683573640921,0,0.922083021253843,1,"213664_at"
"208852_s_at",-0.390816297177818,8.40352699660568,0,0.922178091311873,1,"208852_s_at"
"206052_s_at",-0.483059944308348,7.45222834631852,0,0.922231435992189,1,"206052_s_at"
"205029_s_at",-0.394381623269669,6.54366037765885,0,0.922820442890961,1,"205029_s_at"
"36711_at",-0.212244884294416,7.43025850590777,0,0.922991897958711,1,"36711_at"
"200064_at",-0.523355151249982,10.394485208572,0,0.923625710945285,1,"200064_at"
"213911_s_at",-0.405988643905419,8.68409981550443,0,0.924304357979718,1,"213911_s_at"
"218041_x_at",-0.249442858800229,8.76581670244586,0,0.924550315255774,1,"218041_x_at"
"201669_s_at",-0.338750980362711,8.66592722439872,0,0.924553385416398,1,"201669_s_at"
"212990_at",-0.391780054875872,8.06347987846645,0,0.9246356883622,1,"212990_at"
"207714_s_at",-0.406261916465257,7.38109708656546,0,0.924799809212834,1,"207714_s_at"
"201645_at",0.415854666351851,6.54353902574942,0,0.925000825323704,1,"201645_at"
"208708_x_at",-0.492897663221063,7.83035690757538,0,0.925189900820517,1,"208708_x_at"
"217911_s_at",-0.380959224240643,8.81671368489471,0,0.926450378932861,1,"217911_s_at"
"213745_at",-0.485608374612107,5.20065811628057,0,0.927023354421509,1,"213745_at"
"210211_s_at",-0.465606667540087,10.7841323763669,0,0.927148781728309,1,"210211_s_at"
"213872_at",-0.348658189121434,7.02404634683858,0,0.927148934117656,1,"213872_at"
"207974_s_at",-0.369652783839648,8.71864493620072,0,0.9276829761213,1,"207974_s_at"
"212271_at",-0.431586274155981,8.74218125549254,0,0.927748259899947,1,"212271_at"
"207323_s_at",0.175709863465578,11.4621325193924,0,0.92823006105517,1,"207323_s_at"
"208977_x_at",-0.478712860795994,10.0201992625068,0,0.928302013243764,1,"208977_x_at"
"215440_s_at",-0.418865005236444,8.90363898203691,0,0.928545629185335,1,"215440_s_at"
"203574_at",-0.444855770067822,6.06477510231665,0,0.92868867818977,1,"203574_at"
"201078_at",-0.42160497549743,7.33079968943365,0,0.928887277859782,1,"201078_at"
"202169_s_at",-0.375376394223929,9.12355626249699,0,0.930124674357499,1,"202169_s_at"
"211597_s_at",-0.436762746093638,8.79437051835153,0,0.930173312574842,1,"211597_s_at"
"206731_at",-0.33441167510979,7.1857476561006,0,0.930611604129786,1,"206731_at"
"201445_at",-0.306954975429301,8.2419229322161,0,0.930922206595136,1,"201445_at"
"200738_s_at",-0.415742351747413,8.96937299897019,0,0.931453191148926,1,"200738_s_at"
"200996_at",-0.406542435301851,7.55210831335349,0,0.93194316695168,1,"200996_at"
"218002_s_at",-0.349079429154276,7.57491318100098,0,0.93228445757054,1,"218002_s_at"
"200603_at",-0.441923880570142,9.3065093752825,0,0.933569566368869,1,"200603_at"
"217848_s_at",-0.417268080148533,9.83541857116437,0,0.933585181709495,1,"217848_s_at"
"214157_at",-0.554017471865386,7.37836288373463,0,0.933721313502207,1,"214157_at"
"212038_s_at",-0.34093000625823,8.05802447175417,0,0.934442619679738,1,"212038_s_at"
"210691_s_at",-0.420389772914633,4.74356093404016,0,0.934901522888911,1,"210691_s_at"
"201132_at",-0.364122643208066,7.67401603362105,0,0.934921633938967,1,"201132_at"
"219090_at",-0.221513735123697,8.83624510519689,0,0.935293577192032,1,"219090_at"
"218951_s_at",-0.641613532865596,7.64846682193849,0,0.935380784625382,1,"218951_s_at"
"207957_s_at",-0.336174275927005,8.30400471302157,0,0.935602523687793,1,"207957_s_at"
"202988_s_at",0.218341506186301,5.03009100976269,0,0.936452112074846,1,"202988_s_at"
"203266_s_at",-0.484049878743757,7.80290938724167,0,0.937237448923208,1,"203266_s_at"
"202016_at",-0.453328118103332,7.7858001027972,0,0.937282266665432,1,"202016_at"
"200983_x_at",-0.423210314631008,8.12948889827262,0,0.937404152224425,1,"200983_x_at"
"208290_s_at",-0.41581044467666,6.08146205910227,0,0.937573956128407,1,"208290_s_at"
"204507_s_at",-0.471820397700241,4.87165146533888,0,0.93764925023212,1,"204507_s_at"
"203889_at",-0.39358876981739,9.78595644925328,0,0.938013548062629,1,"203889_at"
"213558_at",-0.434538052407227,8.86873969330163,0,0.938041793910052,1,"213558_at"
"221916_at",-0.300082183527683,10.1392172688761,0,0.938109728044735,1,"221916_at"
"201595_s_at",-0.397883444647894,7.88425621217535,0,0.938542259872274,1,"201595_s_at"
"217202_s_at",-0.260686627382954,8.25700845168091,0,0.938927883252163,1,"217202_s_at"
"201041_s_at",-0.273384976012556,9.46048923850132,0,0.939246690325409,1,"201041_s_at"
"218692_at",-0.419214119563915,8.37421205005315,0,0.939312716880806,1,"218692_at"
"218888_s_at",-0.566871033502702,6.54583264593282,0,0.939460376615826,1,"218888_s_at"
"205625_s_at",-0.420722915816998,5.96020227132695,0,0.939698426026342,1,"205625_s_at"
"212195_at",-0.374571422595118,9.01823159893865,0,0.939792399128636,1,"212195_at"
"201222_s_at",-0.433918536888423,7.51969461269045,0,0.939923229649011,1,"201222_s_at"
"205440_s_at",-0.445010670348722,5.19059653418481,0,0.940209240354065,1,"205440_s_at"
"200642_at",-0.463186013696264,10.6547451960394,0,0.940245517396226,1,"200642_at"
"209292_at",0.368318804615773,7.43015023694625,0,0.940376226589841,1,"209292_at"
"201443_s_at",-0.355049404900338,9.01569902871297,0,0.94045953963307,1,"201443_s_at"
"202077_at",-0.350186546855578,8.94626515893743,0,0.940778057988265,1,"202077_at"
"201387_s_at",-0.345008922579982,10.2036065724493,0,0.940842571463415,1,"201387_s_at"
"203881_s_at",-0.462137380234566,7.4082201975403,0,0.941076212241498,1,"203881_s_at"
"218501_at",-0.482798647205236,8.29879873392153,0,0.941103890902189,1,"218501_at"
"214833_at",0.439842576597394,6.48788656990034,0,0.941188152932867,1,"214833_at"
"210181_s_at",-0.346643320779647,6.60949649028212,0,0.941406815702089,1,"210181_s_at"
"212731_at",-0.401928153421217,8.52904730200224,0,0.941485995559439,1,"212731_at"
"205591_at",-0.446336008902765,10.2270982032665,0,0.941670607214903,1,"205591_at"
"218952_at",-0.465887819547151,9.64161274987007,0,0.941986068861252,1,"218952_at"
"208652_at",-0.44617670504932,8.72237284766315,0,0.942714119102837,1,"208652_at"
"217800_s_at",-0.326380267103616,8.99154995571601,0,0.942768643583996,1,"217800_s_at"
"215241_at",-0.379480277713423,8.13470208591842,0,0.943138094002279,1,"215241_at"
"202779_s_at",-0.429826175576705,7.31167703587803,0,0.943263354552805,1,"202779_s_at"
"201889_at",-0.361132870170577,8.01724903337517,0,0.943421155637952,1,"201889_at"
"214762_at",-0.363496240075433,8.77439814840727,0,0.943494701440972,1,"214762_at"
"208899_x_at",-0.472460697916105,7.5480098332609,0,0.943805071826408,1,"208899_x_at"
"209396_s_at",0.228933425154786,8.13557244371573,0,0.944047716838058,1,"209396_s_at"
"201340_s_at",-0.302890489871396,7.91362494948408,0,0.944117966556082,1,"201340_s_at"
"205691_at",-0.457952779772754,9.16047676124984,0,0.944433628558549,1,"205691_at"
"217356_s_at",-0.337557147944603,7.05584738466329,0,0.944660025745374,1,"217356_s_at"
"216617_s_at",0.307090862802802,7.39585117729408,0,0.944670010726356,1,"216617_s_at"
"207574_s_at",-0.322260279933117,7.63591876626677,0,0.944739564189108,1,"207574_s_at"
"212501_at",-0.546810544487391,9.08118411596606,0,0.945887545955865,1,"212501_at"
"207014_at",-0.319883284678605,6.03858619351114,0,0.946758224600456,1,"207014_at"
"212980_at",0.462450855739386,5.82673220087832,0,0.946959238753793,1,"212980_at"
"208892_s_at",-0.479153108615688,6.69274944430278,0,0.947467759730668,1,"208892_s_at"
"201947_s_at",-0.420513844364626,8.78167507072173,0,0.947541899745357,1,"201947_s_at"
"206042_x_at",-0.28465734041419,7.83924791131724,0,0.947927101533574,1,"206042_x_at"
"208792_s_at",-0.279535333675414,11.1038634972862,0,0.948342028293658,1,"208792_s_at"
"209860_s_at",-0.402346175571783,7.57938922954122,0,0.948356031117051,1,"209860_s_at"
"200605_s_at",-0.27220983307901,8.72538482979473,0,0.948370007435341,1,"200605_s_at"
"205048_s_at",-0.208144891396975,4.20987670483974,0,0.948429016627484,1,"205048_s_at"
"217732_s_at",-0.345918005250544,10.6512278586711,0,0.948519904387917,1,"217732_s_at"
"200811_at",0.333140782371963,8.76965031688892,0,0.948543487134202,1,"200811_at"
"201137_s_at",0.542164568399512,8.52696991018076,0,0.949122574741347,1,"201137_s_at"
"215049_x_at",-0.434594709454802,6.79427612271905,0,0.949648991252516,1,"215049_x_at"
"205825_at",-0.275884025395929,6.05265044525788,0,0.949659444042546,1,"205825_at"
"219449_s_at",-0.477250007570021,8.16289905782187,0,0.949870880721296,1,"219449_s_at"
"212361_s_at",-0.387235201091281,9.92514197220751,0,0.950214620441432,1,"212361_s_at"
"200912_s_at",-0.459310486148182,11.1843123097751,0,0.950539040019359,1,"200912_s_at"
"213222_at",-0.448608923325837,9.64435573984329,0,0.950643689929277,1,"213222_at"
"212956_at",-0.312460264987205,7.85729083359867,0,0.950718882772427,1,"212956_at"
"218042_at",-0.414591188682595,7.72369361073504,0,0.950820327789042,1,"218042_at"
"214230_at",-0.402863057720711,7.50228131814292,0,0.950846123424013,1,"214230_at"
"215303_at",-0.299901328527791,5.96618524780816,0,0.950973091441807,1,"215303_at"
"203484_at",-0.319192228786482,6.51015072594596,0,0.951290924168694,1,"203484_at"
"202591_s_at",-0.339705389142737,7.10877614089134,0,0.951376901297061,1,"202591_s_at"
"201021_s_at",-0.358679238973053,8.60241702029142,0,0.951487614616039,1,"201021_s_at"
"203224_at",-0.41658589703132,8.59968641374248,0,0.951650352044059,1,"203224_at"
"206773_at",-0.350824923368206,9.10178834568288,0,0.952179748481193,1,"206773_at"
"200760_s_at",-0.306397809662283,7.53400590174624,0,0.952318883296614,1,"200760_s_at"
"219423_x_at",-0.472608004192052,6.73854854100238,0,0.952611315807539,1,"219423_x_at"
"206565_x_at",0.487792590460034,6.47967771347009,0,0.952692708623517,1,"206565_x_at"
"203973_s_at",-0.377400446668606,9.50801682904716,0,0.95270492566051,1,"203973_s_at"
"210519_s_at",-0.426586221356855,6.95113172980447,0,0.952838678698176,1,"210519_s_at"
"219685_at",-0.345797735930518,7.19540911433867,0,0.952919977333504,1,"219685_at"
"202386_s_at",-0.418609226310702,8.00031007043059,0,0.95321532558734,1,"202386_s_at"
"200662_s_at",-0.383633372718061,9.21435663439697,0,0.953362316016966,1,"200662_s_at"
"205051_s_at",-0.426166835884514,8.16204631885005,0,0.953393832895651,1,"205051_s_at"
"213744_at",-0.516500410410724,7.06619887013823,0,0.953824934802362,1,"213744_at"
"203333_at",-0.329484366007294,7.66825902466232,0,0.954092456351795,1,"203333_at"
"207526_s_at",-0.251940048517512,5.50162817413497,0,0.954345752209182,1,"207526_s_at"
"202228_s_at",-0.279692974011995,10.5894390031588,0,0.954671910683183,1,"202228_s_at"
"218101_s_at",-0.30430651753262,9.42034185755007,0,0.954675393862743,1,"218101_s_at"
"218163_at",-0.470635231048171,6.59581644383341,0,0.954842791297612,1,"218163_at"
"215952_s_at",-0.341668198681862,8.84907557926371,0,0.954869352193026,1,"215952_s_at"
"214214_s_at",-0.325284145577356,7.09973695605408,0,0.954931092560182,1,"214214_s_at"
"200004_at",-0.424512443903062,10.0615193845607,0,0.954995578406417,1,"200004_at"
"218597_s_at",-0.390751967684412,7.63774619758721,0,0.955128592617941,1,"218597_s_at"
"203645_s_at",-0.435747137475522,6.80450058538911,0,0.955396686189742,1,"203645_s_at"
"217741_s_at",-0.399330660158248,7.18845616893063,0,0.95543131108632,1,"217741_s_at"
"210432_s_at",-0.4470881358422,7.94855622299156,0,0.955432846552118,1,"210432_s_at"
"208669_s_at",-0.259902555172937,8.21395740764839,0,0.955541654168258,1,"208669_s_at"
"200648_s_at",-0.203179007985637,8.4363409073594,0,0.955711534047026,1,"200648_s_at"
"202203_s_at",-0.389946380867878,7.86159820719122,0,0.955738256598292,1,"202203_s_at"
"208910_s_at",-0.324778398025223,6.78510187033366,0,0.955753170058647,1,"208910_s_at"
"208841_s_at",-0.322328573241849,8.64709695214454,0,0.955775111887743,1,"208841_s_at"
"208864_s_at",-0.398836904595788,7.901729551775,0,0.955885341230015,1,"208864_s_at"
"212877_at",-0.386925259889058,8.34173715212051,0,0.956037742390088,1,"212877_at"
"202225_at",-0.440080316161444,7.02398191536359,0,0.956140687036176,1,"202225_at"
"204273_at",0.257493300859556,6.57695652598853,0,0.956243123735644,1,"204273_at"
"217717_s_at",-0.301724230993534,8.13467799047032,0,0.956696910955991,1,"217717_s_at"
"208651_x_at",-0.285357761268362,7.53960691792752,0,0.956717373585943,1,"208651_x_at"
"214376_at",-0.484092343725822,7.46245867669369,0,0.957349012919327,1,"214376_at"
"202033_s_at",-0.522393079472588,8.08138851249447,0,0.957669545080369,1,"202033_s_at"
"213338_at",-0.490158065283245,8.32354406063122,0,0.958174458713364,1,"213338_at"
"212671_s_at",0.376619631095496,5.67851863330083,0,0.958286357933399,1,"212671_s_at"
