"","logFC","AveExpr","t","P.Value","adj.P.Val","Gene"
"212159_x_at",-0.220761650491665,8.27272281210782,0,0.999992632122042,1,"212159_x_at"
"212265_at",0.187475218872526,8.55613212846104,0,0.99999263934755,1,"212265_at"
"212967_x_at",-0.115993847001651,9.64873519894184,0,0.999992646215323,1,"212967_x_at"
"210284_s_at",-0.112046238708915,7.03578639084783,0,0.999992647477958,1,"210284_s_at"
"214724_at",0.164157417381716,7.79160438282968,0,0.999992648510076,1,"214724_at"
"204424_s_at",-0.152263773586798,10.6151974500027,0,0.999992664351151,1,"204424_s_at"
"217367_s_at",0.382436980742203,7.2697596301865,0,0.999992672082285,1,"217367_s_at"
"204355_at",-0.188955379418136,7.72601361653721,0,0.999992677313665,1,"204355_at"
"208628_s_at",0.0323956348602774,9.41962903480675,0,0.999992685917976,1,"208628_s_at"
"217234_s_at",-0.164794179924373,6.19887103082372,0,0.999992720398687,1,"217234_s_at"
"208901_s_at",-0.306908486760203,7.60504434584506,0,0.999992720687044,1,"208901_s_at"
"204755_x_at",-0.189721183028155,7.12512150009996,0,0.99999279587402,1,"204755_x_at"
"212451_at",0.21813761995374,6.68801689185985,0,0.999992840525814,1,"212451_at"
"202915_s_at",-0.315336439740704,6.27869497138457,0,0.999992847900671,1,"202915_s_at"
"216745_x_at",0.296126598807004,7.79628733235081,0,0.99999285020438,1,"216745_x_at"
"214707_x_at",0.418632594123373,7.74453034063503,0,0.999992895219735,1,"214707_x_at"
"218341_at",-0.159941832058812,5.84307690959742,0,0.999992908175142,1,"218341_at"
"212125_at",-0.121048180768139,6.86095906812574,0,0.999992934721615,1,"212125_at"
"200002_at",-0.181421512279693,9.85573868225607,0,0.999992948282533,1,"200002_at"
"218450_at",-0.118344126527323,7.86111420736256,0,0.999992952834937,1,"218450_at"
"213553_x_at",0.217702641815498,9.18510533247464,0,0.999992953537657,1,"213553_x_at"
"208650_s_at",-0.00837704508047299,4.17412389759661,0,0.999992971666971,1,"208650_s_at"
"212548_s_at",0.2521599010524,9.23880933240056,0,0.999993023401336,1,"212548_s_at"
"208978_at",-0.262053417718317,7.28045122480348,0,0.999993028041752,1,"208978_at"
"207761_s_at",-0.0689700000512783,9.81367519631678,0,0.999993035546072,1,"207761_s_at"
"206172_at",0.0648320497295716,5.09072026479533,0,0.999993039046048,1,"206172_at"
"52255_s_at",0.113924429291435,8.13400486103941,0,0.999993049241616,1,"52255_s_at"
"216977_x_at",-0.300928089277027,6.74506250068796,0,0.999993056522051,1,"216977_x_at"
"212873_at",0.303392961905709,6.80308061592633,0,0.999993070169677,1,"212873_at"
"201812_s_at",-0.250566685921857,10.0685287959684,0,0.999993073458945,1,"201812_s_at"
"211974_x_at",0.321926826081292,10.37256102642,0,0.999993090124814,1,"211974_x_at"
"207767_s_at",-0.234347717984709,7.21374983932219,0,0.999993092506735,1,"207767_s_at"
"202839_s_at",-0.11153358692861,6.79183374558707,0,0.999993103107072,1,"202839_s_at"
"222171_s_at",-0.173043185566064,6.36945861848606,0,0.999993136766421,1,"222171_s_at"
"216602_s_at",-0.0927287503586705,5.82532171855936,0,0.999993192900733,1,"216602_s_at"
"221792_at",-0.301192687080851,10.2782277890354,0,0.999993234816595,1,"221792_at"
"202774_s_at",0.248391078556494,8.17831834341728,0,0.999993298603696,1,"202774_s_at"
"209870_s_at",-0.174613480985242,8.65078785549312,0,0.999993300236607,1,"209870_s_at"
"200764_s_at",0.0102576022626319,6.7686797987978,0,0.999993350085754,1,"200764_s_at"
"208764_s_at",-0.237788779955119,8.76209322408227,0,0.999993361229382,1,"208764_s_at"
"212006_at",-0.220108761551756,5.38070026989947,0,0.999993390330692,1,"212006_at"
"203002_at",0.154487307911488,8.12848886124276,0,0.999993428396015,1,"203002_at"
"202316_x_at",-0.16221676339392,5.86928452507272,0,0.999993446879627,1,"202316_x_at"
"201641_at",-0.125905868718529,7.02477167715697,0,0.99999344724301,1,"201641_at"
"213478_at",0.0959749171640745,9.4763951317955,0,0.999993455840278,1,"213478_at"
"203618_at",-0.16063216302399,7.93078448104754,0,0.999993476749238,1,"203618_at"
"218829_s_at",0.236202045133536,7.19232231493496,0,0.999993477059771,1,"218829_s_at"
"219666_at",-0.131291785122158,7.00807958322052,0,0.999993488773975,1,"219666_at"
"201199_s_at",-0.245626407304517,8.75249101986773,0,0.999993491157957,1,"201199_s_at"
"203632_s_at",0.162821588446112,11.3071973587435,0,0.999993524588566,1,"203632_s_at"
"203690_at",-0.161778052059992,6.01072722514722,0,0.99999352549115,1,"203690_at"
"203315_at",-0.249788535990257,8.72298515642983,0,0.999993535838346,1,"203315_at"
"221713_s_at",0.268960412696643,8.61903315044685,0,0.999993556287029,1,"221713_s_at"
"210650_s_at",-0.345556739050689,4.48745013339187,0,0.99999362711127,1,"210650_s_at"
"201470_at",-0.311041466441404,9.102014055967,0,0.999993627145356,1,"201470_at"
"209821_at",0.0447088565632097,4.64041336794943,0,0.999993630357975,1,"209821_at"
"215921_at",-0.120654017943504,5.60322869322171,0,0.999993633175959,1,"215921_at"
"212036_s_at",-0.190774754783694,6.88031905234666,0,0.999993636595624,1,"212036_s_at"
"219061_s_at",-0.187958826031052,8.36152065105513,0,0.999993642405542,1,"219061_s_at"
"38290_at",-0.324767410590159,6.44957996889707,0,0.999993666303532,1,"38290_at"
"209316_s_at",-0.0867751454061274,8.16865355593684,0,0.999993686101761,1,"209316_s_at"
"201413_at",-0.159822942497172,8.83847407649658,0,0.999993697834032,1,"201413_at"
"218318_s_at",-0.290877314959207,6.16404752236637,0,0.999993708622836,1,"218318_s_at"
"200837_at",-0.0927278803468736,7.86145171366231,0,0.99999374295457,1,"200837_at"
"213048_s_at",0.227540211226094,9.72886367280731,0,0.999993765744105,1,"213048_s_at"
"200937_s_at",-0.0608137886646603,9.98586407669702,0,0.999993777523703,1,"200937_s_at"
"216570_x_at",0.00827243210810469,7.6557041688604,0,0.999993790768223,1,"216570_x_at"
"204059_s_at",-0.33548490364906,7.10883004880078,0,0.999993796845914,1,"204059_s_at"
"208692_at",0.0547516806791251,10.0317562045175,0,0.999993810076533,1,"208692_at"
"202137_s_at",-0.150820138781544,5.24824416111366,0,0.999993812678612,1,"202137_s_at"
"212426_s_at",-0.10395666631195,10.1981575607053,0,0.999993832608491,1,"212426_s_at"
"200001_at",-0.217879346543867,10.1056847568474,0,0.999993838585217,1,"200001_at"
"202731_at",0.107011983604377,5.79125974582673,0,0.999993852286529,1,"202731_at"
"204246_s_at",-0.260725549963137,8.89080502667571,0,0.999993858130326,1,"204246_s_at"
"217749_at",-0.168799022836256,7.47568963873686,0,0.999993888084243,1,"217749_at"
"213485_s_at",0.113997246524525,7.72784358513644,0,0.999993889922866,1,"213485_s_at"
"212612_at",-0.349326285687585,5.35978851128465,0,0.999993891009125,1,"212612_at"
"208174_x_at",0.139519299674557,8.34642933060155,0,0.99999389824807,1,"208174_x_at"
"209117_at",-0.0472743452670255,8.96748837452792,0,0.999993898823927,1,"209117_at"
"201983_s_at",0.240062428609003,6.61670624503603,0,0.999993929069464,1,"201983_s_at"
"217725_x_at",-0.215036655559062,6.98321615621246,0,0.999993931723529,1,"217725_x_at"
"201467_s_at",0.0258198021464722,6.2840817176723,0,0.999993943954531,1,"201467_s_at"
"211535_s_at",0.288344653809649,8.24408274161777,0,0.999993944401362,1,"211535_s_at"
"201920_at",-0.234847874194261,7.23524286992193,0,0.999993956616321,1,"201920_at"
"214188_at",0.327257593885154,5.51693549136877,0,0.999993974132945,1,"214188_at"
"47560_at",-0.246276413490325,9.28836928465352,0,0.999993986399746,1,"47560_at"
"203123_s_at",-0.128801728373229,7.39809636158808,0,0.999994005758024,1,"203123_s_at"
"211876_x_at",-0.235227993189609,5.23033408169048,0,0.999994046054479,1,"211876_x_at"
"212235_at",0.212618848068463,6.90487082390189,0,0.999994064292528,1,"212235_at"
"203556_at",0.324245088338646,8.63614469479291,0,0.999994081554252,1,"203556_at"
"201745_at",0.182604333595958,7.23953140603001,0,0.999994101546148,1,"201745_at"
"221698_s_at",0.252370772793236,5.907474743317,0,0.999994140807802,1,"221698_s_at"
"213422_s_at",0.308234849233954,7.20387587943733,0,0.999994146674319,1,"213422_s_at"
"210950_s_at",-0.0295352544215675,8.74981931457605,0,0.999994168727562,1,"210950_s_at"
"206045_s_at",-0.227541888636938,6.38964178662141,0,0.99999418994804,1,"206045_s_at"
"214363_s_at",-0.232284125047869,11.4898769331303,0,0.999994192220933,1,"214363_s_at"
"215056_at",-0.197656919078469,8.55755917746039,0,0.999994192482162,1,"215056_at"
"218418_s_at",0.301826206949591,7.39559527161562,0,0.999994204036091,1,"218418_s_at"
"205559_s_at",0.254508636324695,4.80739861945193,0,0.999994211826415,1,"205559_s_at"
"202139_at",-0.139066876231651,6.20150015339457,0,0.999994213263995,1,"202139_at"
"214180_at",0.237043466315778,7.76049411248165,0,0.999994217097784,1,"214180_at"
"209934_s_at",-0.344321155545819,6.71871839698315,0,0.999994223611561,1,"209934_s_at"
"203138_at",-0.0603681544717256,4.22161288626358,0,0.999994239919199,1,"203138_at"
"206551_x_at",0.275404420153552,7.55989425200668,0,0.999994256107862,1,"206551_x_at"
"203274_at",-0.294386143216197,8.70577888123142,0,0.999994275448937,1,"203274_at"
"219415_at",0.0701417280743755,8.91239785233083,0,0.999994280447744,1,"219415_at"
"203390_s_at",-0.351580776224551,7.99721034864901,0,0.999994296977893,1,"203390_s_at"
"208345_s_at",-0.14371036483444,6.80127890321318,0,0.999994306923766,1,"208345_s_at"
"212588_at",0.0370806545882543,4.83639023535753,0,0.999994312939275,1,"212588_at"
"211998_at",0.269590714523698,8.78737011343974,0,0.99999432759105,1,"211998_at"
"207305_s_at",-0.241023334092528,8.21848023117118,0,0.999994349751366,1,"207305_s_at"
"206088_at",0.0175376372264706,5.97320132435604,0,0.999994381500732,1,"206088_at"
"213839_at",0.0106806537254824,7.93276797412632,0,0.999994387517086,1,"213839_at"
"205862_at",-0.291712115101356,4.69495576326989,0,0.999994399424301,1,"205862_at"
"212033_at",-0.0986418054464835,8.85238571836444,0,0.999994424909391,1,"212033_at"
"214439_x_at",0.187171424219637,10.2062223360117,0,0.999994457945057,1,"214439_x_at"
"212122_at",0.334800515516986,4.73871139242524,0,0.999994459032948,1,"212122_at"
"221750_at",-0.126952886655086,6.87539324442964,0,0.999994470661731,1,"221750_at"
"221984_s_at",-0.211985393582047,9.17951855288048,0,0.999994513823343,1,"221984_s_at"
"213135_at",0.039174444279352,9.38634618738165,0,0.999994535579719,1,"213135_at"
"201661_s_at",-0.238635469102455,8.5868197419411,0,0.999994542533943,1,"201661_s_at"
"206015_s_at",-0.226779054957824,8.96579583756768,0,0.999994550078262,1,"206015_s_at"
"208758_at",-0.302756133496566,7.76415254364393,0,0.999994552163788,1,"208758_at"
"212307_s_at",-0.259770453614317,6.9336624259751,0,0.999994566742371,1,"212307_s_at"
"213413_at",0.310020542664547,4.89360344706343,0,0.99999457437061,1,"213413_at"
"209084_s_at",-0.207385198650143,6.16941381464074,0,0.999994574414374,1,"209084_s_at"
"202127_at",-0.0489321703175074,7.23086986711855,0,0.999994593063248,1,"202127_at"
"204913_s_at",-0.153297109628303,4.59868208653347,0,0.999994627778361,1,"204913_s_at"
"220081_x_at",0.21475740864298,8.43428910625755,0,0.999994632980929,1,"220081_x_at"
"211404_s_at",-0.233084927691297,6.39377728228515,0,0.999994633636032,1,"211404_s_at"
"204217_s_at",-0.280657221602135,6.44483944932645,0,0.999994658643103,1,"204217_s_at"
"220352_x_at",0.352570095174391,6.95463395344519,0,0.999994659222559,1,"220352_x_at"
"209198_s_at",-0.166169028113156,6.7124068420335,0,0.999994672962651,1,"209198_s_at"
"204482_at",0.285317800672702,7.92612300980229,0,0.999994695202572,1,"204482_at"
"221503_s_at",-0.169491318287396,6.90307731070049,0,0.999994707166035,1,"221503_s_at"
"212393_at",-0.302232914438447,7.56521876591599,0,0.999994711098922,1,"212393_at"
"204662_at",0.10327030798012,8.82767237801176,0,0.999994745907392,1,"204662_at"
"202700_s_at",0.179796408576794,7.13817510513625,0,0.999994777243489,1,"202700_s_at"
"203652_at",0.270673729712659,8.1865740950881,0,0.999994793948991,1,"203652_at"
"212104_s_at",-0.222550084632216,8.34582045219771,0,0.99999479637044,1,"212104_s_at"
"214997_at",-0.372887598284379,4.8650139702484,0,0.999994813580714,1,"214997_at"
"212907_at",0.110444216963931,8.56970320676543,0,0.999994819380136,1,"212907_at"
"211537_x_at",-0.191348721107421,6.07646104216914,0,0.999994848488544,1,"211537_x_at"
"203285_s_at",-0.100823068484791,5.30524624068111,0,0.999994849229074,1,"203285_s_at"
"204049_s_at",0.177790253373074,5.78796516077603,0,0.999994851634645,1,"204049_s_at"
"200748_s_at",-0.0934071566695991,11.3979241370069,0,0.999994855960659,1,"200748_s_at"
"214607_at",-0.270780561287211,9.66540455384913,0,0.999994890078277,1,"214607_at"
"221123_x_at",0.311231708929615,7.11082698807794,0,0.999994909167246,1,"221123_x_at"
"210949_s_at",-0.153830991474024,9.86877950573843,0,0.999994919736168,1,"210949_s_at"
"218086_at",-0.205561874731652,9.06752703061558,0,0.99999493604572,1,"218086_at"
"211945_s_at",0.148007697225909,9.34540252736054,0,0.999994943938582,1,"211945_s_at"
"202869_at",0.204976753013107,7.61889629585965,0,0.999994956281753,1,"202869_at"
"208973_at",-0.13042144100432,7.40468124425327,0,0.999994976551746,1,"208973_at"
"200836_s_at",0.0914137475539807,7.58992569879623,0,0.999994982793368,1,"200836_s_at"
"215489_x_at",0.166691267071601,7.30875681703793,0,0.999994984001567,1,"215489_x_at"
"204745_x_at",0.0794956461482297,10.9665379419314,0,0.999995001614519,1,"204745_x_at"
"209443_at",0.293051157490334,6.14169985826717,0,0.999995001974778,1,"209443_at"
"202733_at",-0.129102635808198,6.95610105025647,0,0.99999500319058,1,"202733_at"
"216241_s_at",-0.133452513692331,8.89597574544912,0,0.999995018765646,1,"216241_s_at"
"219176_at",-0.309492767210715,6.351135552609,0,0.99999501886044,1,"219176_at"
"211558_s_at",-0.156909324898401,7.23323193135461,0,0.999995038677471,1,"211558_s_at"
"207365_x_at",0.269619102515833,9.25630056680904,0,0.999995045661352,1,"207365_x_at"
"200027_at",-0.317399496543542,10.2880594904754,0,0.99999505361934,1,"200027_at"
"210427_x_at",0.166030158923103,8.3733756957672,0,0.999995056962206,1,"210427_x_at"
"201118_at",-0.00203700560238396,7.0784827025412,0,0.99999505800883,1,"201118_at"
"218095_s_at",0.126629727117744,7.77433281414789,0,0.999995061171624,1,"218095_s_at"
"200793_s_at",-0.314725204643654,9.21105654933419,0,0.999995097326965,1,"200793_s_at"
"214988_s_at",-0.122038829058528,9.49282844931687,0,0.999995097904682,1,"214988_s_at"
"204362_at",-0.304871442493593,6.5011312492661,0,0.999995106540332,1,"204362_at"
"216073_at",-0.357208616716333,6.04678951214547,0,0.999995125735956,1,"216073_at"
"203791_at",-0.0605349748534341,7.14017754915757,0,0.99999513175364,1,"203791_at"
"202021_x_at",-0.138949199120278,11.1647052711878,0,0.999995137538933,1,"202021_x_at"
"206315_at",0.152295956440978,6.53301871293717,0,0.99999514501273,1,"206315_at"
"218919_at",-0.229155189310212,6.11345881463399,0,0.99999514594675,1,"218919_at"
"213878_at",-0.239925538724551,6.53763974895532,0,0.999995160162816,1,"213878_at"
"201911_s_at",-0.304699924999127,6.98837983478636,0,0.999995161441111,1,"201911_s_at"
"202919_at",-0.274093570266372,8.74679307207639,0,0.999995167391386,1,"202919_at"
"220189_s_at",-0.124663970545912,6.78434403607028,0,0.999995189787515,1,"220189_s_at"
"204787_at",0.0414086294023894,7.55247309071273,0,0.999995205157785,1,"204787_at"
"207133_x_at",0.259830789110426,6.31828483314588,0,0.999995209708875,1,"207133_x_at"
"214545_s_at",-0.242936264334451,4.54478490391552,0,0.999995212344495,1,"214545_s_at"
"216452_at",0.148859428512284,7.67612407547795,0,0.999995236196516,1,"216452_at"
"200632_s_at",0.126803875107283,10.0057338762472,0,0.99999524339808,1,"200632_s_at"
"208238_x_at",0.327160584595859,9.56892847821979,0,0.999995252714385,1,"208238_x_at"
"210198_s_at",0.0944027557473959,11.3883189434632,0,0.999995254257537,1,"210198_s_at"
"217918_at",-0.300950273575539,10.3825409337424,0,0.999995259431506,1,"217918_at"
"201075_s_at",0.221298966738678,5.37690807792657,0,0.99999527013689,1,"201075_s_at"
"211126_s_at",0.0472548824926271,7.44097162842076,0,0.999995275709592,1,"211126_s_at"
"207655_s_at",-0.0496853837340403,5.50483740325478,0,0.999995283472078,1,"207655_s_at"
"218449_at",-0.266439905221279,6.46545602365455,0,0.99999528448689,1,"218449_at"
"210922_at",0.171037724711406,5.27188720682454,0,0.999995288456046,1,"210922_at"
"204161_s_at",-0.126164140742684,6.37725698180848,0,0.999995289589897,1,"204161_s_at"
"218218_at",-0.0415890352795056,5.29942987305222,0,0.999995289683722,1,"218218_at"
"218649_x_at",-0.179113758981297,7.36701074664696,0,0.999995318956335,1,"218649_x_at"
"205603_s_at",0.224047797991306,5.47549859019602,0,0.999995345291452,1,"205603_s_at"
"200916_at",0.186019003121482,8.30289648982743,0,0.999995350662863,1,"200916_at"
"200013_at",-0.155557504022147,10.0971648709071,0,0.999995356853732,1,"200013_at"
"210667_s_at",-0.199462932510871,5.47381526731636,0,0.999995361300312,1,"210667_s_at"
"204225_at",-0.0574393429034519,6.16663940133466,0,0.99999538748545,1,"204225_at"
"206328_at",0.264218923369573,5.553446304936,0,0.999995395346987,1,"206328_at"
"219049_at",-0.103100625381529,8.79892094692572,0,0.999995408067397,1,"219049_at"
"201191_at",-0.294304065828885,7.33689852919627,0,0.99999542956663,1,"201191_at"
"209726_at",-0.18691357313814,9.44229725699708,0,0.999995436793297,1,"209726_at"
"200607_s_at",0.140839802312597,6.92946085450607,0,0.999995450724524,1,"200607_s_at"
"209447_at",-0.23529503403943,8.25836310376526,0,0.999995467318199,1,"209447_at"
"201197_at",-0.068274631160989,7.78054929285198,0,0.999995473904274,1,"201197_at"
"201139_s_at",-0.230075444357484,7.17625179193061,0,0.999995488854984,1,"201139_s_at"
"213503_x_at",0.162163975278421,8.44096317566688,0,0.999995502621111,1,"213503_x_at"
"217478_s_at",0.106470264576347,7.63371177800618,0,0.999995519434458,1,"217478_s_at"
"221747_at",0.332446408123245,8.29570895768584,0,0.999995532311418,1,"221747_at"
"214395_x_at",0.253557736687639,5.59304815992783,0,0.999995535147333,1,"214395_x_at"
"205478_at",0.19978816480602,7.44089501028513,0,0.999995542095339,1,"205478_at"
"209815_at",0.060393435469269,6.47714207202577,0,0.999995551790318,1,"209815_at"
"220777_at",0.304535511001409,5.92649532699806,0,0.9999955729779,1,"220777_at"
"212440_at",-0.211311501449901,7.92375800612866,0,0.999995583175009,1,"212440_at"
"202982_s_at",-0.251738726106524,5.94639613021858,0,0.999995583648464,1,"202982_s_at"
"205079_s_at",-0.230145573590987,7.35297374052674,0,0.999995605013557,1,"205079_s_at"
"219065_s_at",-0.300133591329728,6.95896426299048,0,0.999995610426763,1,"219065_s_at"
"209273_s_at",-0.21996190429615,7.17610397556878,0,0.999995617526378,1,"209273_s_at"
"205100_at",0.173116720453641,6.90911468096653,0,0.999995661968625,1,"205100_at"
"202259_s_at",0.0888886227418029,6.79143595960141,0,0.999995692853912,1,"202259_s_at"
"202352_s_at",-0.282470838440289,6.55837323569643,0,0.999995693601774,1,"202352_s_at"
"212196_at",-0.0455999549826078,7.32731090027286,0,0.999995696140756,1,"212196_at"
"222212_s_at",0.238281055686922,8.61435174092662,0,0.999995700138573,1,"222212_s_at"
"213483_at",-0.279066465624303,5.86875958445813,0,0.999995755647781,1,"213483_at"
"211074_at",0.155497961220558,8.53213070422188,0,0.999995757059309,1,"211074_at"
"201196_s_at",-0.102050846234478,8.29932182308031,0,0.999995764445326,1,"201196_s_at"
"215080_s_at",-0.243883902154058,4.68359347129629,0,0.999995786666226,1,"215080_s_at"
"215828_at",0.330639554036959,6.25058158075327,0,0.999995798790435,1,"215828_at"
"212581_x_at",-0.275415924576622,12.790602152508,0,0.999995799693633,1,"212581_x_at"
"208723_at",-0.241847515643558,9.38309198995097,0,0.999995822457434,1,"208723_at"
"212516_at",0.311482448171827,7.24774770197693,0,0.999995831711208,1,"212516_at"
"200038_s_at",-0.107082378157674,10.1961166059402,0,0.999995838474158,1,"200038_s_at"
"216129_at",0.267108723015331,6.6905209552132,0,0.999995841352759,1,"216129_at"
"217536_x_at",0.239709247853964,3.96764398065683,0,0.999995842004448,1,"217536_x_at"
"212144_at",0.314001559699243,9.26595526643363,0,0.999995846158919,1,"212144_at"
"202800_at",-0.116227516068856,10.7144459439796,0,0.999995848264134,1,"202800_at"
"213902_at",-0.218433393918597,8.10867151953334,0,0.999995858753573,1,"213902_at"
"218534_s_at",-0.285082140734048,6.85011945330391,0,0.99999586512977,1,"218534_s_at"
"200601_at",0.204888551273024,8.478315868352,0,0.99999586661474,1,"200601_at"
"221543_s_at",0.191944892500867,7.48897405544096,0,0.999995880073144,1,"221543_s_at"
"214167_s_at",-0.105288286110275,9.33376311503797,0,0.999995900169335,1,"214167_s_at"
"220607_x_at",-0.287542824343326,7.64974423699591,0,0.999995910389858,1,"220607_x_at"
"203031_s_at",-0.235955996539264,8.1386277065529,0,0.999995917398604,1,"203031_s_at"
"213310_at",0.212459620197598,5.94430837356168,0,0.999995923443187,1,"213310_at"
"200899_s_at",-0.156806813627533,8.96303344076416,0,0.99999592400379,1,"200899_s_at"
"205809_s_at",-0.273469977205512,4.87609482127972,0,0.999995939866714,1,"205809_s_at"
"209817_at",-0.174416440889494,6.11852455223833,0,0.999995942132,1,"209817_at"
"201104_x_at",-0.0186397538539911,8.8216675703602,0,0.999995943009435,1,"201104_x_at"
"205172_x_at",-0.103794104799002,8.05576029560025,0,0.999995944114485,1,"205172_x_at"
"204011_at",-0.16973714765287,8.02898722170174,0,0.999995946966225,1,"204011_at"
"63305_at",-0.220677388524471,6.90926459314279,0,0.99999595468249,1,"63305_at"
"216850_at",-0.169562083673021,4.39941231406444,0,0.999995956903648,1,"216850_at"
"213721_at",0.310238985750576,7.56098133133195,0,0.999995959445259,1,"213721_at"
"200884_at",-0.211830430737008,10.0211288888358,0,0.99999596566062,1,"200884_at"
"213555_at",-0.300607292665738,4.88533058621284,0,0.99999596878045,1,"213555_at"
"206465_at",0.0901226380209739,8.57274470357807,0,0.999995969398102,1,"206465_at"
"222316_at",0.330295923690289,5.47553798691032,0,0.999995972882902,1,"222316_at"
"210202_s_at",0.11423012541125,8.60633915591229,0,0.999995985391274,1,"210202_s_at"
"38521_at",0.233678962490208,7.94938497932496,0,0.999995990934921,1,"38521_at"
"210006_at",-0.277228914870428,7.73140624780683,0,0.999995993753979,1,"210006_at"
"212135_s_at",-0.256529166878549,8.6786790005682,0,0.999995997740185,1,"212135_s_at"
"201060_x_at",-0.130282029025692,7.93591167130518,0,0.999995999380049,1,"201060_x_at"
"218288_s_at",-0.194423094269641,7.55798759315037,0,0.999996017163412,1,"218288_s_at"
"204979_s_at",-0.0241668847531464,7.25913643759099,0,0.999996048902172,1,"204979_s_at"
"210381_s_at",-0.185773974167136,6.56100932392536,0,0.999996049926066,1,"210381_s_at"
"213689_x_at",-0.237955844690227,9.08205858809015,0,0.999996050954139,1,"213689_x_at"
"201336_at",0.228222459051239,9.8093445643584,0,0.999996055605855,1,"201336_at"
"200947_s_at",-0.24963056672633,9.75848915482823,0,0.99999607937467,1,"200947_s_at"
"201473_at",-0.0194590148734912,7.53711596146935,0,0.999996079910107,1,"201473_at"
"209457_at",-0.346206693731003,5.87171421104693,0,0.999996088661571,1,"209457_at"
"200850_s_at",0.184754179960109,11.1761605035392,0,0.999996091116883,1,"200850_s_at"
"203446_s_at",-0.285558987065801,7.97927667082077,0,0.999996095011281,1,"203446_s_at"
"213757_at",0.24252481589134,7.34947996153691,0,0.999996098536071,1,"213757_at"
"212148_at",-0.214087793078377,8.89874631774611,0,0.999996101915337,1,"212148_at"
"209574_s_at",0.125286787448547,6.4383433117936,0,0.999996105041024,1,"209574_s_at"
"217742_s_at",-0.120900265164281,9.09439973173802,0,0.999996114070483,1,"217742_s_at"
"212805_at",-0.202323247465452,9.61469862730048,0,0.999996118788822,1,"212805_at"
"218007_s_at",-0.118479791528568,8.81371370535436,0,0.999996120510469,1,"218007_s_at"
"204683_at",-0.142507849462484,6.46579522672852,0,0.999996125911559,1,"204683_at"
"213948_x_at",-0.15537641213764,6.28187386087191,0,0.999996126860754,1,"213948_x_at"
"204811_s_at",-0.131864572297168,7.02491377449865,0,0.999996135094512,1,"204811_s_at"
"208802_at",-0.24197229475144,5.82379322359482,0,0.999996142522322,1,"208802_at"
"218090_s_at",-0.163591254342597,6.73513061263108,0,0.999996145789768,1,"218090_s_at"
"202699_s_at",0.0910319603454921,6.67075902552988,0,0.999996152523498,1,"202699_s_at"
"205034_at",0.262690746856829,4.69734521700559,0,0.999996157345398,1,"205034_at"
"215543_s_at",-0.304180135110291,7.92538598689196,0,0.99999615736924,1,"215543_s_at"
"202455_at",-0.106556642670586,7.78803567226169,0,0.999996162803397,1,"202455_at"
"204094_s_at",0.156519438497989,8.26163539740571,0,0.999996165749249,1,"204094_s_at"
"203337_x_at",-0.0419651651340791,7.00552149428818,0,0.99999616717734,1,"203337_x_at"
"201296_s_at",0.130106314264465,10.0702123252301,0,0.999996168870743,1,"201296_s_at"
"203553_s_at",-0.0137087285862325,5.52843971564103,0,0.999996174070216,1,"203553_s_at"
"200085_s_at",-0.204592850522761,9.36514126465211,0,0.999996189469761,1,"200085_s_at"
"200792_at",-0.164658228803201,9.19548401682371,0,0.999996197874608,1,"200792_at"
"203104_at",0.231299874665204,8.74441262442166,0,0.999996202027557,1,"203104_at"
"202651_at",0.125045228011619,5.92939733128744,0,0.999996205072942,1,"202651_at"
"206215_at",-0.300251759690046,7.70526221574228,0,0.999996213142021,1,"206215_at"
"212628_at",-0.0960261160090603,6.22925589959358,0,0.999996221866584,1,"212628_at"
"206467_x_at",-0.107203329763496,7.10051397356006,0,0.999996239783996,1,"206467_x_at"
"209099_x_at",-0.035209804356124,6.71479933099171,0,0.99999624841377,1,"209099_x_at"
"202986_at",-0.274666743667552,9.28317795795209,0,0.999996255081,1,"202986_at"
"209087_x_at",0.168474027436076,7.10659052957492,0,0.999996267492997,1,"209087_x_at"
"218435_at",-0.133417063712178,6.25905424595028,0,0.999996269940681,1,"218435_at"
"205031_at",-0.112893991106269,8.42231167739699,0,0.999996279056898,1,"205031_at"
"221032_s_at",0.308645738044419,6.98430520991806,0,0.999996284623872,1,"221032_s_at"
"222252_x_at",0.312282987049684,7.06275111971562,0,0.999996290723813,1,"222252_x_at"
"218010_x_at",0.132757262198778,7.74115517761559,0,0.999996293177966,1,"218010_x_at"
"203216_s_at",0.0150011543704132,8.31253661819972,0,0.999996294167117,1,"203216_s_at"
"202147_s_at",-0.0855037539554955,5.15892790936845,0,0.999996298950329,1,"202147_s_at"
"212285_s_at",0.317175765235789,7.99990993177322,0,0.999996301846111,1,"212285_s_at"
"208951_at",-0.0494514463530633,6.8451164936443,0,0.999996305241346,1,"208951_at"
"204592_at",-0.147990604677192,8.17793444701188,0,0.999996307541571,1,"204592_at"
"205260_s_at",-0.277182368155989,6.23846818587058,0,0.999996333984454,1,"205260_s_at"
"221675_s_at",-0.156949478639888,8.49722932042086,0,0.999996334129058,1,"221675_s_at"
"219379_x_at",0.208131271413972,8.18602772218239,0,0.999996334142899,1,"219379_x_at"
"212995_x_at",-0.281310571040425,9.04041352031427,0,0.999996339625333,1,"212995_x_at"
"219107_at",-0.0929907869363928,7.82479621895649,0,0.999996363887031,1,"219107_at"
