"","logFC","AveExpr","t","P.Value","adj.P.Val","Gene"
"218163_at",-0.840075708425175,6.59581644383341,0,0.706226873002064,1,"218163_at"
"210471_s_at",-0.833831853481885,6.90787784555825,0,0.7109442196999,1,"210471_s_at"
"217941_s_at",0.871596083219449,9.47745073427212,0,0.711891857295311,1,"217941_s_at"
"203001_s_at",-0.727595544583568,9.45724037111909,0,0.712911691629507,1,"203001_s_at"
"202376_at",0.676666417514539,10.0388656389778,0,0.714243752207169,1,"202376_at"
"213744_at",-0.845945578612407,7.06619887013823,0,0.715052104800157,1,"213744_at"
"221496_s_at",0.814201741472962,7.50109032603412,0,0.715251060401917,1,"221496_s_at"
"204466_s_at",-0.760595228415898,9.27592996479201,0,0.724591987485594,1,"204466_s_at"
"208899_x_at",-0.810587289014391,7.5480098332609,0,0.726410581468547,1,"208899_x_at"
"209249_s_at",-0.756410813435339,8.71672652132096,0,0.726922955869934,1,"209249_s_at"
"219028_at",0.799784664545188,8.29252901247858,0,0.728079246620442,1,"219028_at"
"201387_s_at",-0.756127438488971,10.2036065724493,0,0.728885401104115,1,"201387_s_at"
"219368_at",-0.72441146056263,8.457813535636,0,0.730250543734714,1,"219368_at"
"200664_s_at",-0.636372816134982,7.59621838007127,0,0.732061359216442,1,"200664_s_at"
"205279_s_at",-0.783633190114352,5.52522369651722,0,0.734808262201163,1,"205279_s_at"
"215303_at",-0.744295158510613,5.96618524780816,0,0.736292752211805,1,"215303_at"
"219557_s_at",-0.767362699203197,7.55505196970502,0,0.737989928361775,1,"219557_s_at"
"221217_s_at",-0.760237394581493,9.34687856575526,0,0.739164260149924,1,"221217_s_at"
"219196_at",-0.759907573194941,5.27490835690609,0,0.741767148331437,1,"219196_at"
"212217_at",-0.715078944602253,8.05840034820358,0,0.742056507495878,1,"212217_at"
"207307_at",-0.660918748577384,5.50997012132277,0,0.745796940560126,1,"207307_at"
"212242_at",-0.704348239909226,8.58952075420866,0,0.746274816816623,1,"212242_at"
"209660_at",-0.764046548792145,7.53549149409877,0,0.749422633775911,1,"209660_at"
"217140_s_at",-0.752602676037811,5.79815113338671,0,0.749574144903108,1,"217140_s_at"
"221916_at",-0.700750841080902,10.1392172688761,0,0.752029939491604,1,"221916_at"
"204793_at",-0.765353725349776,8.98226757379817,0,0.753557707189731,1,"204793_at"
"218002_s_at",-0.712029939249041,7.57491318100098,0,0.754592682414068,1,"218002_s_at"
"205051_s_at",-0.77707343862784,8.16204631885005,0,0.754791570592467,1,"205051_s_at"
"215634_at",-0.800837088744101,6.94884622694049,0,0.755489594060459,1,"215634_at"
"204723_at",-0.755729820336089,9.39821739208984,0,0.757586317935599,1,"204723_at"
"203000_at",-0.658708564445345,9.08688441880945,0,0.759357026802598,1,"203000_at"
"218888_s_at",-0.813190140165281,6.54583264593282,0,0.759531937101977,1,"218888_s_at"
"209598_at",-0.675015160731071,9.72927705302994,0,0.760998868691175,1,"209598_at"
"208910_s_at",-0.73129771081866,6.78510187033366,0,0.762231071946179,1,"208910_s_at"
"210016_at",-0.707336267622086,9.33355805321531,0,0.765049784990851,1,"210016_at"
"206565_x_at",0.789956796830623,6.47967771347009,0,0.765692883399513,1,"206565_x_at"
"203159_at",-0.721302772360772,10.0631887809195,0,0.765721053787987,1,"203159_at"
"200883_at",-0.7040427849341,6.48268658094055,0,0.76650273802898,1,"200883_at"
"214111_at",-0.692351260922607,9.0075709743819,0,0.766800789310344,1,"214111_at"
"218224_at",-0.710855560163988,8.2212055220031,0,0.766974303533963,1,"218224_at"
"213060_s_at",0.761808371451816,7.0087955571225,0,0.767081013513125,1,"213060_s_at"
"207791_s_at",-0.743294929729355,4.96936925827977,0,0.767598292863252,1,"207791_s_at"
"205174_s_at",-0.795189953166688,4.47412427642614,0,0.770638642141768,1,"205174_s_at"
"219937_at",-0.629626151872205,5.02060500072454,0,0.770926097071573,1,"219937_at"
"202388_at",-0.733428631714433,8.09876608601997,0,0.770999078166686,1,"202388_at"
"209228_x_at",-0.73318348569825,7.18888186002556,0,0.771315733391737,1,"209228_x_at"
"214896_at",-0.735986618339518,7.51232634881131,0,0.77203523645305,1,"214896_at"
"205856_at",0.726323442421056,7.20880259236596,0,0.772737365745063,1,"205856_at"
"216379_x_at",-0.590049117092029,9.15129249189384,0,0.774129269708733,1,"216379_x_at"
"219167_at",0.791774857401196,7.9033590227555,0,0.7750614277024,1,"219167_at"
"219449_s_at",-0.772022377971692,8.16289905782187,0,0.775451079888798,1,"219449_s_at"
"214359_s_at",-0.582298103006336,8.62331415980688,0,0.777137441243424,1,"214359_s_at"
"202930_s_at",-0.698396923351051,6.85711799076256,0,0.778096452001489,1,"202930_s_at"
"202203_s_at",-0.740326221463405,7.86159820719122,0,0.778153960230346,1,"202203_s_at"
"211996_s_at",0.759544488265005,8.82400175008203,0,0.781642329856001,1,"211996_s_at"
"209292_at",0.698092360568439,7.43015023694625,0,0.782555899113437,1,"209292_at"
"213435_at",-0.720130708778824,7.46594375840366,0,0.784789190298473,1,"213435_at"
"208857_s_at",-0.641161509958328,7.76379865322642,0,0.785231279945528,1,"208857_s_at"
"214799_at",0.76572015533321,7.99264083382729,0,0.785362712131411,1,"214799_at"
"212554_at",-0.704762356710138,9.0525585082052,0,0.787528614708157,1,"212554_at"
"206780_at",-0.816177351768883,8.28343904765775,0,0.788111310244083,1,"206780_at"
"211762_s_at",-0.752096627515928,7.12910872319916,0,0.790167105871391,1,"211762_s_at"
"219090_at",-0.576630372133401,8.83624510519689,0,0.790599480506784,1,"219090_at"
"213714_at",-0.717044675685262,6.93897228092659,0,0.792366868013873,1,"213714_at"
"207014_at",-0.671426796017203,6.03858619351114,0,0.792407640665912,1,"207014_at"
"219896_at",-0.62896646581471,7.92261652231157,0,0.792424311825364,1,"219896_at"
"201089_at",-0.664600548225707,9.06541453474037,0,0.793316355867031,1,"201089_at"
"202988_s_at",0.571422093245217,5.03009100976269,0,0.793698070970611,1,"202988_s_at"
"217717_s_at",-0.6789717130017,8.13467799047032,0,0.795546846274876,1,"217717_s_at"
"209771_x_at",-0.558846821116697,9.0606094857265,0,0.79652555721462,1,"209771_x_at"
"200638_s_at",-0.621809334904261,9.51454473175847,0,0.796543932429318,1,"200638_s_at"
"208743_s_at",-0.591770406742141,7.74078104988967,0,0.798691412046059,1,"208743_s_at"
"212956_at",-0.664305124902502,7.85729083359867,0,0.800496262076019,1,"212956_at"
"214230_at",-0.710625878117706,7.50228131814292,0,0.800754843124942,1,"214230_at"
"218824_at",-0.63159874825363,8.79792120325925,0,0.802449363337481,1,"218824_at"
"214594_x_at",0.783301421712347,8.3489877916606,0,0.802670238885084,1,"214594_x_at"
"202581_at",-0.524158937711887,8.65590369218781,0,0.802725462379221,1,"202581_at"
"206052_s_at",-0.703381692747049,7.45222834631852,0,0.803459365931237,1,"206052_s_at"
"213476_x_at",-0.626789602358572,9.76373497228542,0,0.803637249114866,1,"213476_x_at"
"221504_s_at",-0.684228811895037,8.94678503245939,0,0.805038438273201,1,"221504_s_at"
"207103_at",-0.782964614997815,6.41053182543715,0,0.805129522215718,1,"207103_at"
"212980_at",0.728177106549417,5.82673220087832,0,0.805364164904071,1,"212980_at"
"219525_at",0.729319049503674,7.02254727380635,0,0.805876023098546,1,"219525_at"
"221288_at",-0.847220599912519,6.4624321961474,0,0.80742616808961,1,"221288_at"
"203797_at",-0.66549155091473,10.6590709288877,0,0.808180588758711,1,"203797_at"
"201010_s_at",0.76705338449486,10.3354294578846,0,0.809527302840755,1,"201010_s_at"
"205728_at",-0.748527713674173,5.87672623323744,0,0.809727880797823,1,"205728_at"
"212624_s_at",-0.69876101019519,11.4552983143982,0,0.809832505565164,1,"212624_s_at"
"209793_at",-0.753156908900488,8.56458762652101,0,0.809967647040911,1,"209793_at"
"214157_at",-0.751461787961932,7.37836288373463,0,0.810675254012396,1,"214157_at"
"204762_s_at",-0.713846780778644,7.77338727421613,0,0.811030508038633,1,"204762_s_at"
"218868_at",-0.669297505858962,6.99991251673555,0,0.81243747655522,1,"218868_at"
"204749_at",-0.609329415172686,8.54964109032348,0,0.813771663682544,1,"204749_at"
"214874_at",-0.778957619342733,7.95206851259506,0,0.81475771899513,1,"214874_at"
"203889_at",-0.660144909337944,9.78595644925328,0,0.816890730110833,1,"203889_at"
"211986_at",0.799484792868848,9.39789737951753,0,0.816957685309541,1,"211986_at"
"201792_at",0.722914222381322,6.55816819139819,0,0.817234242603819,1,"201792_at"
"211745_x_at",0.595199853934259,10.3770866549998,0,0.817548918804397,1,"211745_x_at"
"215028_at",0.720089565326215,5.41378449987445,0,0.818846785064524,1,"215028_at"
"217679_x_at",0.737790436519866,7.70466233842817,0,0.819081706496192,1,"217679_x_at"
"217356_s_at",-0.636397812269455,7.05584738466329,0,0.819914311231789,1,"217356_s_at"
"58994_at",0.720720587140854,6.81674695222335,0,0.820231733657703,1,"58994_at"
"203333_at",-0.652336804757455,7.66825902466232,0,0.820490148114868,1,"203333_at"
"218042_at",-0.691477285845545,7.72369361073504,0,0.820524202103672,1,"218042_at"
"204141_at",-0.659168759186763,11.0830832662597,0,0.820718372394352,1,"204141_at"
"203603_s_at",0.73360063595248,8.13642590228863,0,0.820782922575818,1,"203603_s_at"
"202779_s_at",-0.684732148465774,7.31167703587803,0,0.821169032053938,1,"202779_s_at"
"221829_s_at",0.761158874911285,9.3860184416898,0,0.822300288490218,1,"221829_s_at"
"219714_s_at",-0.662640864768894,5.96357300719698,0,0.824544919510596,1,"219714_s_at"
"203817_at",-0.692772015725986,8.89704861421289,0,0.825690062366503,1,"203817_at"
"211597_s_at",-0.657701345908109,8.79437051835153,0,0.826422664632516,1,"211597_s_at"
"221727_at",-0.62763229659314,8.20028867626236,0,0.826449850268741,1,"221727_at"
"214512_s_at",-0.735807003661124,7.14985733805416,0,0.827487696425853,1,"214512_s_at"
"213664_at",-0.672907972817565,7.49683573640921,0,0.827560460309125,1,"213664_at"
"202173_s_at",0.756847903221177,7.04597748640744,0,0.827741771302124,1,"202173_s_at"
"210149_s_at",-0.698222661844069,9.26325506727746,0,0.82806907494755,1,"210149_s_at"
"212361_s_at",-0.664138958131907,9.92514197220751,0,0.828727263915527,1,"212361_s_at"
"204869_at",-0.667918470951216,8.37159622483632,0,0.829194994711479,1,"204869_at"
"202077_at",-0.620592446145729,8.94626515893743,0,0.829453015486148,1,"202077_at"
"209458_x_at",0.562140845854906,10.3738075574469,0,0.829937240114404,1,"209458_x_at"
"217028_at",0.490600882705261,6.16963607787926,0,0.830440954435967,1,"217028_at"
"212038_s_at",-0.598308700877248,8.05802447175417,0,0.830587074409835,1,"212038_s_at"
"202166_s_at",-0.651129097450972,5.73055920139266,0,0.831022131325809,1,"202166_s_at"
"209160_at",0.682347913798425,6.75330248053431,0,0.831294719480827,1,"209160_at"
"206571_s_at",0.720411818074984,8.57230502073022,0,0.832275202126842,1,"206571_s_at"
"201096_s_at",-0.664856274000578,6.44498634359887,0,0.8326172483265,1,"201096_s_at"
"222035_s_at",-0.636901071045084,5.68810547590807,0,0.8333442206841,1,"222035_s_at"
"209791_at",0.722544280931341,9.71601962311434,0,0.83616982927552,1,"209791_at"
"204953_at",-0.574015032747516,8.76714491505538,0,0.837044234147019,1,"204953_at"
"206850_at",-0.712078331205641,8.36207146578818,0,0.838125727472641,1,"206850_at"
"215043_s_at",0.712409994658241,5.3182014906321,0,0.838707511924061,1,"215043_s_at"
"203723_at",0.756511312274815,9.56792200791884,0,0.838943870926586,1,"203723_at"
"214279_s_at",0.429367449945657,9.32323073623778,0,0.839248902366036,1,"214279_s_at"
"205691_at",-0.678211010838083,9.16047676124984,0,0.839792883674439,1,"205691_at"
"203881_s_at",-0.673724471524101,7.4082201975403,0,0.840328599776399,1,"203881_s_at"
"203157_s_at",-0.691314847242294,7.87270786858984,0,0.84046090474077,1,"203157_s_at"
"218404_at",-0.640268496137852,7.27671933158557,0,0.842404340924155,1,"218404_at"
"212453_at",-0.65608189673471,7.6834221457307,0,0.842519928673084,1,"212453_at"
"207508_at",-0.653089473874203,8.62536749740763,0,0.842560731329557,1,"207508_at"
"218597_s_at",-0.653337114503655,7.63774619758721,0,0.845184393429253,1,"218597_s_at"
"201341_at",-0.631294463854614,10.7590891563656,0,0.845756359726828,1,"201341_at"
"211703_s_at",-0.662877187565678,6.48937773863553,0,0.845903685635056,1,"211703_s_at"
"200853_at",-0.564270246088704,7.25864096231814,0,0.846475385969361,1,"200853_at"
"218197_s_at",-0.675743541739277,5.30476866632177,0,0.847339450007372,1,"218197_s_at"
"200641_s_at",-0.590523931050069,8.04595188831331,0,0.847852682037604,1,"200641_s_at"
"211936_at",-0.55932181549638,8.67045718951074,0,0.850154194591999,1,"211936_at"
"200738_s_at",-0.60938899137472,8.96937299897019,0,0.850535863199101,1,"200738_s_at"
"208813_at",-0.680089134988482,7.94146744802492,0,0.850609353461298,1,"208813_at"
"205257_s_at",-0.615079965428258,8.25108787809886,0,0.852181910163882,1,"205257_s_at"
"201340_s_at",-0.555515263777967,7.91362494948408,0,0.853267467490337,1,"201340_s_at"
"211696_x_at",0.492624631771342,9.65757781740128,0,0.853393540062369,1,"211696_x_at"
"208321_s_at",-0.650066003023437,7.99439915600807,0,0.853896957106281,1,"208321_s_at"
"200760_s_at",-0.578958029363657,7.53400590174624,0,0.85437527926438,1,"200760_s_at"
"202917_s_at",-0.482920866912832,6.17583061420848,0,0.854667035011051,1,"202917_s_at"
"214120_at",-0.721083042944166,7.88401077080801,0,0.855026451450076,1,"214120_at"
"210232_at",-0.739850702139162,7.18117700473276,0,0.85630565852137,1,"210232_at"
"207827_x_at",-0.688202042618453,6.51719478627978,0,0.856496651615196,1,"207827_x_at"
"214321_at",-0.628614408329518,6.99035531760699,0,0.85658810090857,1,"214321_at"
"AFFX-HSAC07/X00351_5_at",-0.432329279875203,9.84573109498584,0,0.856630787832411,1,"AFFX-HSAC07/X00351_5_at"
"214356_s_at",-0.719943583445696,7.7802619271357,0,0.856647595096323,1,"214356_s_at"
"205633_s_at",-0.685475849579165,6.67196883705707,0,0.857053107207507,1,"205633_s_at"
"209116_x_at",0.40319559016689,8.93758125933869,0,0.857521549325629,1,"209116_x_at"
"209047_at",0.571400645846676,10.0732940741342,0,0.857844753009827,1,"209047_at"
"208898_at",-0.665078433024499,8.99975624801158,0,0.858107545001561,1,"208898_at"
"201689_s_at",-0.564685584351042,6.56950587306154,0,0.858340745537419,1,"201689_s_at"
"217732_s_at",-0.588375471517027,10.6512278586711,0,0.858361731431955,1,"217732_s_at"
"220188_at",-0.727773232173313,5.234633848753,0,0.858972777179387,1,"220188_at"
"201141_at",0.656914104668106,7.61076551066889,0,0.859382042207864,1,"201141_at"
"205632_s_at",-0.677765182833935,7.14962773744196,0,0.859550536518898,1,"205632_s_at"
"205348_s_at",-0.665083307813557,8.78205351135936,0,0.859863045723855,1,"205348_s_at"
"215664_s_at",-0.686432246884873,4.90235344895341,0,0.860152515630027,1,"215664_s_at"
"206481_s_at",-0.677306095132173,7.83920043876314,0,0.860513475636726,1,"206481_s_at"
"206698_at",-0.68592672287908,5.40652329921825,0,0.860812532998079,1,"206698_at"
"203224_at",-0.637356759220978,8.59968641374248,0,0.86095580427505,1,"203224_at"
"204875_s_at",-0.677744191641069,4.28182641662303,0,0.862068398346898,1,"204875_s_at"
"209372_x_at",-0.571411123509041,7.17004283031019,0,0.862247686929615,1,"209372_x_at"
"201532_at",-0.595110806570802,6.98951635042263,0,0.86259267892409,1,"201532_at"
"212990_at",-0.553269190287349,8.06347987846645,0,0.863873154073141,1,"212990_at"
"221452_s_at",-0.57250164604315,6.06383103522914,0,0.864579791416608,1,"221452_s_at"
"204230_s_at",-0.605151266745125,8.71455667597253,0,0.866061248930925,1,"204230_s_at"
"211755_s_at",-0.583317845358275,9.34676888795391,0,0.866486265251457,1,"211755_s_at"
"209189_at",-0.428048914991475,7.94552743029839,0,0.86651525254343,1,"209189_at"
"216231_s_at",-0.427671054984394,10.3141972950488,0,0.866890674789846,1,"216231_s_at"
"204337_at",-0.481362386041425,9.08865287186762,0,0.867431420310081,1,"204337_at"
"209300_s_at",-0.638307323464705,7.66105833063323,0,0.867637407129589,1,"209300_s_at"
"212667_at",0.61365204207055,9.40886562995239,0,0.868245485741509,1,"212667_at"
"208909_at",-0.643179781566815,9.18049782469728,0,0.869991431060084,1,"208909_at"
"206773_at",-0.578522525466632,9.10178834568288,0,0.871273043725424,1,"206773_at"
"205902_at",0.7445711761622,8.70125842614532,0,0.871564174289897,1,"205902_at"
"205825_at",-0.514580204172532,6.05265044525788,0,0.871897209819575,1,"205825_at"
"200881_s_at",-0.481709816718842,8.09280614189897,0,0.87221027734748,1,"200881_s_at"
"211699_x_at",0.510817954351074,9.53586258066879,0,0.87311232993478,1,"211699_x_at"
"204591_at",-0.494125400906519,8.36716576233862,0,0.873959922098463,1,"204591_at"
"214850_at",0.680589427021818,5.75117873397439,0,0.874065756849954,1,"214850_at"
"210100_s_at",0.593943104543559,7.81485124412311,0,0.875038372068351,1,"210100_s_at"
"206826_at",0.630089438225797,9.04638406697705,0,0.875313573060327,1,"206826_at"
"209230_s_at",0.604970759493002,7.58690919524109,0,0.875730875372161,1,"209230_s_at"
"200703_at",-0.555967188167919,11.0770051311393,0,0.876750837001483,1,"200703_at"
"210691_s_at",-0.574712181472993,4.74356093404016,0,0.876825902640398,1,"210691_s_at"
"211959_at",0.620259945063209,9.90238097606376,0,0.877377752981794,1,"211959_at"
"220045_at",-0.736588752272825,7.80606735991473,0,0.878225537030794,1,"220045_at"
"204552_at",-0.616707242784234,7.07549915514466,0,0.878301332420444,1,"204552_at"
"205711_x_at",-0.621981989681597,8.9108311472649,0,0.878787925868135,1,"205711_x_at"
"217414_x_at",0.476582886752151,9.62763696262239,0,0.878854840173879,1,"217414_x_at"
"207081_s_at",-0.639579362093819,8.26468565584902,0,0.879157178416712,1,"207081_s_at"
"205737_at",-0.679439086347742,9.08599350496119,0,0.879575427674411,1,"205737_at"
"206001_at",-0.705038609741474,7.88131838101393,0,0.879954873000704,1,"206001_at"
"209990_s_at",-0.574177502156816,9.57519339459636,0,0.879963894841635,1,"209990_s_at"
"203266_s_at",-0.621303972602432,7.80290938724167,0,0.880121385116057,1,"203266_s_at"
"201848_s_at",-0.62593932790616,6.79808564876187,0,0.880361516196669,1,"201848_s_at"
"218501_at",-0.627505777460119,8.29879873392153,0,0.880740877408696,1,"218501_at"
"218087_s_at",0.761410135967227,9.94662095886238,0,0.881951776739254,1,"218087_s_at"
"210298_x_at",-0.569342540607795,6.60415700417463,0,0.882108110200395,1,"210298_x_at"
"215440_s_at",-0.547811234764175,8.90363898203691,0,0.882479770106292,1,"215440_s_at"
"209703_x_at",0.7675607263969,8.12313526872795,0,0.883077834115751,1,"209703_x_at"
"212271_at",-0.554591271202,8.74218125549254,0,0.883250113705263,1,"212271_at"
"212551_at",-0.669281774080867,8.09145811372641,0,0.883263842543726,1,"212551_at"
"217800_s_at",-0.509796382524788,8.99154995571601,0,0.883424909741312,1,"217800_s_at"
"205978_at",-0.587305811533788,4.93996752788903,0,0.883639876699721,1,"205978_at"
"208687_x_at",-0.428737855446771,9.39843455363909,0,0.883697278817642,1,"208687_x_at"
"208734_x_at",-0.667247570778664,6.5008736585832,0,0.883724052645576,1,"208734_x_at"
"201923_at",-0.525276523911291,6.56068658911489,0,0.884235650332687,1,"201923_at"
"205543_at",-0.566116085421484,5.4029819168686,0,0.884926442959703,1,"205543_at"
"209291_at",0.697754552486876,9.54669794266574,0,0.885040486634503,1,"209291_at"
"49452_at",0.703734147155302,7.56532215584495,0,0.88626807978767,1,"49452_at"
"217743_s_at",-0.546885554963234,7.40102400450987,0,0.886669133589281,1,"217743_s_at"
"57588_at",-0.473512084099566,8.52896488983472,0,0.886865636724821,1,"57588_at"
"200806_s_at",-0.380288513638845,7.61830854600801,0,0.886941338320587,1,"200806_s_at"
"209095_at",-0.617494032814988,7.6810016272512,0,0.887122424199003,1,"209095_at"
"208096_s_at",0.652029018251448,6.22704442916918,0,0.887349502837512,1,"208096_s_at"
"214177_s_at",0.773212495812771,9.18360702715945,0,0.887820729331589,1,"214177_s_at"
